name,countries,regions,localities,status,has_downhill,has_nordic,downhill_distance_km,nordic_distance_km,vertical_m,min_elevation_m,max_elevation_m,lift_count,surface_lifts_count,run_convention,wikidata_id,websites,openskimap,id,geometry,lat,lng,sources
,Russia,Karelia,,operating,no,yes,,5,26,83,109,,,europe,,,https://openskimap.org/?obj=4efe8ff4-3a4f-4727-9ef8-3216776f37f6,4efe8ff4-3a4f-4727-9ef8-3216776f37f6,Point,62.910227,34.415011,
,Germany,Bavaria,"Roden;Steinfeld",operating,no,yes,,10,54,288,342,,,europe,,,https://openskimap.org/?obj=4eff4cc4-2e5d-4596-8d07-7602d38ba905,4eff4cc4-2e5d-4596-8d07-7602d38ba905,Point,49.933719,9.628795,
,Latvia,Krimuldas,,operating,no,yes,,2,13,66,79,,,europe,,,https://openskimap.org/?obj=4f0c9180-4d56-48a5-baff-ec3491bad1eb,4f0c9180-4d56-48a5-baff-ec3491bad1eb,Point,57.177225,24.817239,
,Finland,Northern Ostrobothnia,Oulu,operating,no,yes,,2,10,34,44,,,europe,,,https://openskimap.org/?obj=4f15951e-28f5-4e87-8450-03ad4cd74355,4f15951e-28f5-4e87-8450-03ad4cd74355,Point,65.143685,25.625297,
,Germany,Bavaria,Bad Hindelang,operating,no,yes,,17,133,798,931,,,europe,,,https://openskimap.org/?obj=4f1765a3-0470-493e-b57e-2899820fd226,4f1765a3-0470-493e-b57e-2899820fd226,Point,47.479036,10.403390,
,Canada,Alberta,,operating,no,yes,,13,365,1129,1494,,,north_america,,,https://openskimap.org/?obj=4f25c863-98d2-4146-87f8-e696c56f1c92,4f25c863-98d2-4146-87f8-e696c56f1c92,Point,52.659169,-117.895731,
Nevis Range,United Kingdom,Highland,,operating,yes,no,19,,557,636,1193,13,9,europe,,https://www.nevisrange.co.uk/,https://openskimap.org/?obj=4f28d329e3135d4beda7482aac1820ad0f7cad63,4f28d329e3135d4beda7482aac1820ad0f7cad63,Point,56.830873,-4.968484,https://www.openstreetmap.org/relation/13283110 https://www.skimap.org/SkiAreas/view/1053
Brauneck,Germany,Bavaria,Lenggries,operating,yes,yes,23,32,879,715,1594,18,12,europe,,https://www.brauneck-bergbahn.de/,https://openskimap.org/?obj=4f29aa0694d65e2fdda688ea60209f7ad9f18729,4f29aa0694d65e2fdda688ea60209f7ad9f18729,Polygon,47.663190,11.533304,https://www.openstreetmap.org/way/1282431162 https://www.skimap.org/SkiAreas/view/19102 https://www.skimap.org/SkiAreas/view/4191
,Norway,Trøndelag,,operating,no,yes,,28,298,434,732,,,europe,,,https://openskimap.org/?obj=4f2aae16-c105-43f4-bdff-b974d35e9e09,4f2aae16-c105-43f4-bdff-b974d35e9e09,Point,64.637933,13.145023,
Castle Mountain Resort,Canada,Alberta,,operating,yes,no,55,,850,1410,2260,7,2,north_america,,https://www.skicastle.ca,https://openskimap.org/?obj=4f2ebf4e256f2dc3003ea2fd16ad5dc636c7645d,4f2ebf4e256f2dc3003ea2fd16ad5dc636c7645d,Polygon,49.313448,-114.427236,https://www.openstreetmap.org/way/766056081 https://www.skimap.org/SkiAreas/view/18
,Finland,North Karelen,,operating,no,yes,,1,45,110,155,,,europe,,,https://openskimap.org/?obj=4f2fdc89-dbdc-4b1b-812c-c1fa77663cab,4f2fdc89-dbdc-4b1b-812c-c1fa77663cab,Point,63.298343,30.025026,
Karamanoli,Greece,Thessaly,,operating,yes,no,0,,33,1512,1544,1,1,europe,,,https://openskimap.org/?obj=4f36253d6ec4fcf7d39d3aa255cf7ec23646c98b,4f36253d6ec4fcf7d39d3aa255cf7ec23646c98b,Point,39.278659,21.678407,https://www.openstreetmap.org/relation/5011965
,Russia,Mari El,,operating,no,yes,,29,117,59,176,,,europe,,,https://openskimap.org/?obj=4f3f1076-9ae7-42af-956f-e676e303a1e7,4f3f1076-9ae7-42af-956f-e676e303a1e7,Point,56.220359,47.505135,
,Germany,Saxony,Pockau-Lengefeld,operating,yes,no,0,,53,556,609,1,1,europe,,,https://openskimap.org/?obj=4f4dd3a3-c18c-4c51-86e5-cd64cf5ccd47,4f4dd3a3-c18c-4c51-86e5-cd64cf5ccd47,Point,50.711920,13.169039,
Göllerlifte,Austria,Lower Austria,,abandoned,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=4f4eaccea9af303a2d203337be68ded51252e687,4f4eaccea9af303a2d203337be68ded51252e687,Point,47.812909,15.458043,https://www.skimap.org/SkiAreas/view/14497
Huatian Wujimi,China,Heilongjiang,,operating,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=4f4f49a2eab7d2e31c6f4130149d53729540a586,4f4f49a2eab7d2e31c6f4130149d53729540a586,Point,45.209409,127.811011,https://www.skimap.org/SkiAreas/view/13905
嵩山少林滑雪场,China,Henan,,operating,yes,no,0,,36,436,472,,,north_america,,,https://openskimap.org/?obj=4f568add31a46f37ab9efee59b76e7043125af1c,4f568add31a46f37ab9efee59b76e7043125af1c,Polygon,34.480839,113.073256,https://www.openstreetmap.org/way/1358363706 https://www.skimap.org/SkiAreas/view/14009
"베어스타운리조트 (Bears Town Resort), Bears Town Resort, 베어스타운리조트",South Korea,Kyeongki-Do,Pocheon,disused,yes,no,9,,302,169,470,8,,north_america,,,https://openskimap.org/?obj=4f584515fac566ba073013cd882e08a118a97912,4f584515fac566ba073013cd882e08a118a97912,Polygon,37.797897,127.248822,https://www.openstreetmap.org/way/224610062 https://www.skimap.org/SkiAreas/view/1208
,Russia,Yamalo-Nenets,,operating,no,yes,,1,17,113,130,,,europe,,,https://openskimap.org/?obj=4f625d2a-38fe-4bc0-81bc-d37d1e5444a8,4f625d2a-38fe-4bc0-81bc-d37d1e5444a8,Point,63.202026,75.410187,
,Norway,Troms og Finnmark,,operating,no,yes,,26,72,2,74,,,europe,,,https://openskimap.org/?obj=4f6ca8be-b5d0-42b7-91c9-0a494d39c7f5,4f6ca8be-b5d0-42b7-91c9-0a494d39c7f5,Point,69.743132,21.027169,
,Norway,Vestfold og Telemark,,operating,no,yes,,4,38,138,176,,,europe,,,https://openskimap.org/?obj=4f71f2d6-e76c-4989-8af1-9bca92e4a166,4f71f2d6-e76c-4989-8af1-9bca92e4a166,Point,59.401338,9.026749,
Bear Valley (formerly Pink Panther and Snowburst),United States,Wisconsin,Rockland,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=4f743b13629de53d4cefc3cbb54ae77958c5632d,4f743b13629de53d4cefc3cbb54ae77958c5632d,Point,44.398335,-88.030639,https://www.skimap.org/SkiAreas/view/15567
"井川スキー場, Ikawa Ski Resort",Japan,Tokushima Prefecture,,operating,yes,no,2,,88,1089,1177,2,,japan,Q11373506,https://www.ikawaski.jp/,https://openskimap.org/?obj=4f7f4ebcc42af56a3d8e735960dc78a50f2edc76,4f7f4ebcc42af56a3d8e735960dc78a50f2edc76,Polygon,33.962358,133.885174,https://www.openstreetmap.org/way/1201617494 https://www.skimap.org/SkiAreas/view/1786
Salomonkallio,Finland,Satakunta,,operating,yes,no,,,25,17,42,1,1,europe,,https://www.salomonkallio.fi/home.php?pid=etusivu.php,https://openskimap.org/?obj=4f8035886a47068d4c20ab422f3b361d64255d4c,4f8035886a47068d4c20ab422f3b361d64255d4c,Point,61.410525,22.060650,https://www.skimap.org/SkiAreas/view/14560
,Germany,Bavaria,Schwangau,operating,no,yes,,20,56,783,839,,,europe,,,https://openskimap.org/?obj=4f80b65f-f35d-41ca-b0f9-68e6d1c36f62,4f80b65f-f35d-41ca-b0f9-68e6d1c36f62,Point,47.573793,10.743300,
,Austria,Styria,,operating,no,yes,,16,62,1122,1184,,,europe,,,https://openskimap.org/?obj=4f81279f-4752-4918-b9f2-a6976dc39750,4f81279f-4752-4918-b9f2-a6976dc39750,Point,47.480592,15.762015,
Damüls,Austria,Vorarlberg,Damüls,operating,yes,yes,66,4,645,1376,2021,16,6,europe,,https://www.damuels-mellau.at/,https://openskimap.org/?obj=4f8cc7c822ff08fe15a457cfd10dacbe603a16cf,4f8cc7c822ff08fe15a457cfd10dacbe603a16cf,Point,47.294523,9.880091,https://www.openstreetmap.org/relation/19789326 https://www.skimap.org/SkiAreas/view/2700
,Norway,Trøndelag,,operating,no,yes,,111,428,106,534,,,europe,,,https://openskimap.org/?obj=4f8ceeb3-1c8a-40f7-93b9-81d1f13e3d5d,4f8ceeb3-1c8a-40f7-93b9-81d1f13e3d5d,Point,63.898400,11.783572,
,Croatia,Osjecko-baranjska,,operating,yes,no,0,,24,136,160,1,1,europe,,,https://openskimap.org/?obj=4f921bf2-5554-4034-92a2-bf67666f55c0,4f921bf2-5554-4034-92a2-bf67666f55c0,Point,45.493026,18.035596,
Pines Peak Family Ski Area,United States,Indiana,Liberty,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=4f9a9d0ec1ef82215cbb7ed638d06d94ae871f39,4f9a9d0ec1ef82215cbb7ed638d06d94ae871f39,Point,41.531519,-87.067723,https://www.skimap.org/SkiAreas/view/469
,United States,Washington,,operating,no,yes,,22,139,568,707,,,north_america,,,https://openskimap.org/?obj=4f9b0382-8006-4e85-9ff2-6ec94beed8fa,4f9b0382-8006-4e85-9ff2-6ec94beed8fa,Point,47.773040,-120.641138,
Skiclub Il Primo,Netherlands,North Holland,Bergen,operating,yes,yes,,,,,,,,europe,,https://www.ilprimo.nl/,https://openskimap.org/?obj=4f9f269418557124e49956c34da4e6382fccac49,4f9f269418557124e49956c34da4e6382fccac49,Point,52.678808,4.692101,https://www.skimap.org/SkiAreas/view/18372
Mount Pinos Winter Sports Area,United States,California,Pine Mountain Club,operating,no,yes,,2,152,2540,2692,,,north_america,,https://www.nordicbase.org/,https://openskimap.org/?obj=4fb53a1c97497e1706c72070c9a5d31172a1f141,4fb53a1c97497e1706c72070c9a5d31172a1f141,Point,34.813487,-119.118349,https://www.openstreetmap.org/relation/2829056
Gura Humorului,Romania,Suceava,,operating,yes,no,2,,273,472,745,2,1,europe,,,https://openskimap.org/?obj=4fb9db65855c4805dbf96a896d63f7cb3cddb13e,4fb9db65855c4805dbf96a896d63f7cb3cddb13e,Point,47.542338,25.889064,https://www.skimap.org/SkiAreas/view/12750
Mount Chase Lodge Trails,United States,Maine,Mount Chase,operating,no,yes,,,,,,,,north_america,,,https://openskimap.org/?obj=4fba1d3ba135f02dfb2cf9ca8b91007ac61fd73e,4fba1d3ba135f02dfb2cf9ca8b91007ac61fd73e,Point,46.107041,-68.557949,https://www.skimap.org/SkiAreas/view/18035
,Czechia,Liberec,Liberec,operating,no,yes,,5,49,387,436,,,europe,,,https://openskimap.org/?obj=4fbce326-5cba-4eac-8cf1-00ce6611ea1b,4fbce326-5cba-4eac-8cf1-00ce6611ea1b,Point,50.748510,15.098126,
"蔵王猿倉スキー場, Zao Sarukura",Japan,Yamagata Prefecture,,operating,yes,no,2,,119,685,804,2,,japan,,http://www.zao-sarukura.co.jp/,https://openskimap.org/?obj=4fcaea3787b6403265570ee66d67ec8c2ef2e44e,4fcaea3787b6403265570ee66d67ec8c2ef2e44e,Polygon,38.127375,140.377795,https://www.openstreetmap.org/way/485767153 https://www.skimap.org/SkiAreas/view/1406
,Czechia,Hradec Králové,,operating,yes,no,1,,89,703,793,1,1,europe,,,https://openskimap.org/?obj=4fcd665b-4915-4bc3-a0c3-16fcfb38d683,4fcd665b-4915-4bc3-a0c3-16fcfb38d683,Point,50.244609,16.492623,
,Russia,Moscow Oblast,Povarovo,operating,no,yes,,46,137,142,279,,,europe,,,https://openskimap.org/?obj=4fce69bc-2aa8-49e8-8aa2-61089b9d09db,4fce69bc-2aa8-49e8-8aa2-61089b9d09db,Point,56.208902,37.281825,
,Finland,South Karelia,Imatra,operating,no,yes,,1,9,66,75,,,europe,,,https://openskimap.org/?obj=4fd26013-c415-4d87-ae11-99448d55fd46,4fd26013-c415-4d87-ae11-99448d55fd46,Point,61.169861,28.809495,
,United States,Montana,Anaconda-Deer Lodge County,operating,no,yes,,17,189,1962,2152,,,north_america,,,https://openskimap.org/?obj=4fdd2def-c870-48ad-bf56-5a5e0c46d0b2,4fdd2def-c870-48ad-bf56-5a5e0c46d0b2,Point,45.990419,-112.977415,
Cortina Valley,United States,New York,Hunter,operating,yes,no,,,187,586,773,2,,north_america,,,https://openskimap.org/?obj=4fe11111a6740701c9a7e86d1cb142784d45d2c6,4fe11111a6740701c9a7e86d1cb142784d45d2c6,Polygon,42.184867,-74.119876,https://www.openstreetmap.org/way/1079509686 https://www.skimap.org/SkiAreas/view/296
Cricket Hill Trails,United States,Vermont,Hyde Park,operating,no,yes,,2,31,190,221,,,north_america,,https://www.facebook.com/LNSUCricketHillTrails,https://openskimap.org/?obj=4fe29c098840afe2b81871ae2087f0806c8d05f4,4fe29c098840afe2b81871ae2087f0806c8d05f4,Point,44.609260,-72.634907,https://www.skimap.org/SkiAreas/view/17944
,Czechia,Olomouc,,operating,yes,no,1,,82,519,601,2,2,europe,,,https://openskimap.org/?obj=4fe6bdc9-79e6-4ace-b938-31c6cbaf12ed,4fe6bdc9-79e6-4ace-b938-31c6cbaf12ed,Point,49.939674,16.835925,
Kubašok,Slovakia,Presov,,operating,yes,no,1,,98,706,804,5,5,europe,,https://kubasok.sk/,https://openskimap.org/?obj=4fe8c7ed5d79181027a10dd533d11cd06f0594d1,4fe8c7ed5d79181027a10dd533d11cd06f0594d1,Polygon,48.981455,20.246770,https://www.openstreetmap.org/way/1273470939 https://www.skimap.org/SkiAreas/view/14269
,Hungary,Budapest,,operating,yes,no,0,,8,449,457,2,2,europe,,,https://openskimap.org/?obj=4ff14abb-a662-424d-a95e-72d6d40dbeab,4ff14abb-a662-424d-a95e-72d6d40dbeab,Point,47.494243,18.964361,
,Russia,Moscow Oblast,,operating,no,yes,,3,30,204,234,,,europe,,,https://openskimap.org/?obj=4ff2767c-9a7e-446e-99bc-ed1e8f94dc1e,4ff2767c-9a7e-446e-99bc-ed1e8f94dc1e,Point,56.174744,37.465435,
Lowther Hills,United Kingdom,"Dumfries and Galloway;South Lanarkshire",,operating,yes,yes,2,,163,543,705,,,europe,,https://www.skiclub.lowtherhills.com/,https://openskimap.org/?obj=4ff2ca67a79eb32f438f6cb758c3f2b4354d1b78,4ff2ca67a79eb32f438f6cb758c3f2b4354d1b78,Point,55.383526,-3.759796,https://www.skimap.org/SkiAreas/view/5070
,United States,South Dakota,South Lawrence,operating,no,yes,,39,267,1731,1998,,,north_america,,,https://openskimap.org/?obj=4ff2cb95-6d14-4f2b-8a7b-aef093abe11b,4ff2cb95-6d14-4f2b-8a7b-aef093abe11b,Point,44.248500,-103.951727,
Ski Dubai,United Arab Emirates,Dubai,Dubai,,yes,no,,,,,,,,europe,,https://www.theplaymania.com/skidubai,https://openskimap.org/?obj=50007381d3a32914c9d9f248bf4a4911eba48691,50007381d3a32914c9d9f248bf4a4911eba48691,Point,25.117589,55.197897,https://www.skimap.org/SkiAreas/view/1225
Pine Ridge Snow Park,United States,Massachusetts,Barre,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=500df4d5a045582bf815f73f0a1c5a3c2b1278c2,500df4d5a045582bf815f73f0a1c5a3c2b1278c2,Point,42.399863,-72.102934,https://www.skimap.org/SkiAreas/view/12246
,Germany,Baden-Württemberg,Tengen,operating,no,yes,,9,46,766,813,,,europe,,,https://openskimap.org/?obj=501b6e82-3f56-47da-969f-9fc315413c48,501b6e82-3f56-47da-969f-9fc315413c48,Point,47.831521,8.636312,
,Finland,Lapland,,operating,no,yes,,3,40,82,122,,,europe,,,https://openskimap.org/?obj=50216b1d-2836-4219-b049-d0eef2a65055,50216b1d-2836-4219-b049-d0eef2a65055,Point,66.465506,25.574715,
Ben Eoin,Canada,Nova Scotia,,operating,yes,yes,5,6,143,12,155,2,1,north_america,Q61712062,https://www.skibeneoin.com/,https://openskimap.org/?obj=50248aeaa1af0d77eac6d1169ffaea6ff789db55,50248aeaa1af0d77eac6d1169ffaea6ff789db55,Polygon,45.969663,-60.429648,https://www.openstreetmap.org/way/670137934 https://www.skimap.org/SkiAreas/view/72
,United States,New York,Pittsford,operating,no,yes,,51,71,190,261,,,north_america,,,https://openskimap.org/?obj=503310d8-fe34-4e1b-b9f3-5414578ff404,503310d8-fe34-4e1b-b9f3-5414578ff404,Point,43.018839,-77.565248,
Mikawa (美川スキー場),Japan,Ehime Prefecture,,abandoned,yes,no,,,,,,,,japan,,,https://openskimap.org/?obj=5037335533d67140142392b546402ad79744ccfe,5037335533d67140142392b546402ad79744ccfe,Point,33.580982,132.946274,https://www.skimap.org/SkiAreas/view/1791
Newcomb Ski Slope,United States,New York,Newcomb,operating,yes,no,2,,43,514,558,1,1,north_america,,https://www.newcombny.gov/home/public-facilities/,https://openskimap.org/?obj=5044009bb505e01abbc27644c78eac37552def77,5044009bb505e01abbc27644c78eac37552def77,Polygon,43.960148,-74.175914,https://www.openstreetmap.org/way/1085254496 https://www.skimap.org/SkiAreas/view/5266
Site Nordique de Serre Chevalier,France,Hautes-Alpes,"La Salle-les-Alpes;Le Monêtier-les-Bains",operating,no,yes,,35,251,1385,1636,,,europe,,,https://openskimap.org/?obj=5044f4443fe8b5593fa0c6d8ba7eda3a58826d0f,5044f4443fe8b5593fa0c6d8ba7eda3a58826d0f,Point,44.975932,6.501676,https://www.openstreetmap.org/relation/16863674
Gourette,France,Pyrénées-Atlantiques,Eaux-Bonnes,operating,yes,yes,30,,1101,1353,2453,12,4,europe,,https://www.gourette.com/,https://openskimap.org/?obj=504eff3fdb5510cb38a4f75324fa846fba9728f3,504eff3fdb5510cb38a4f75324fa846fba9728f3,Point,42.946596,-0.336683,https://www.openstreetmap.org/relation/4631854 https://www.skimap.org/SkiAreas/view/863
Schigebiet Arralifte Harmanschlag,Austria,Lower Austria,,operating,yes,no,1,,109,737,846,2,2,europe,,,https://openskimap.org/?obj=5051ab90ed3a4490fb4458d401bca1900a7abc61,5051ab90ed3a4490fb4458d401bca1900a7abc61,Polygon,48.653563,14.784277,https://www.openstreetmap.org/way/146957536 https://www.skimap.org/SkiAreas/view/14458
La Colmiane,France,Alpes-Maritimes,Valdeblore,operating,yes,no,,,,,,,,europe,,https://www.colmiane.com/,https://openskimap.org/?obj=5051e6fb09c3b7d14cb4efacc6134ec4a112a9d2,5051e6fb09c3b7d14cb4efacc6134ec4a112a9d2,Point,44.067395,7.223528,https://www.skimap.org/SkiAreas/view/4605
,Italy,Valle D'Aosta,,operating,no,yes,,32,173,1842,2015,,,europe,,,https://openskimap.org/?obj=50589a2f-933e-45f2-9003-c4edadd6c993,50589a2f-933e-45f2-9003-c4edadd6c993,Point,45.820029,7.517318,
,Austria,Upper Austria,Hellmonsödt,operating,no,yes,,24,100,769,870,,,europe,,,https://openskimap.org/?obj=505ae964-9322-49f3-9985-405fd6a0a306,505ae964-9322-49f3-9985-405fd6a0a306,Point,48.451078,14.317977,
Skilifte Geiersberg,Germany,Bavaria,"Hauzenberg;Waldkirchen",operating,yes,no,1,,266,677,943,2,2,europe,,http://www.skilift.am-geiersberg.de/,https://openskimap.org/?obj=505f7d2148193179b16c8aafe06996dc7cdb118f,505f7d2148193179b16c8aafe06996dc7cdb118f,Polygon,48.684544,13.665682,https://www.openstreetmap.org/way/38573712 https://www.skimap.org/SkiAreas/view/14093
,Czechia,Ústecký,,operating,no,yes,,0,1,811,812,,,europe,,,https://openskimap.org/?obj=50634868-acc5-4688-a9ab-422cd9c54fe6,50634868-acc5-4688-a9ab-422cd9c54fe6,Point,50.633775,13.529826,
Planica,Slovenia,Upper Carniola,,operating,yes,yes,,9,63,935,998,4,,europe,,,https://openskimap.org/?obj=5068c08ecd9742ab4129f6b08dc2287dbf4cfe75,5068c08ecd9742ab4129f6b08dc2287dbf4cfe75,Point,46.478200,13.726638,https://www.openstreetmap.org/relation/10621364
"めいほうスキー場, Meiho Ski Resort",Japan,Gifu Prefecture,,operating,yes,no,13,,679,899,1578,5,,japan,Q11279646,https://www.meihoski.co.jp/,https://openskimap.org/?obj=50719585be9411b5e8984149e6378ba5c29d811d,50719585be9411b5e8984149e6378ba5c29d811d,Polygon,35.949050,137.028473,https://www.openstreetmap.org/way/1221234009 https://www.skimap.org/SkiAreas/view/1703
,Switzerland,Appenzell Ausserrhoden,"Heiden;Rehetobel",operating,no,yes,,3,32,974,1006,,,europe,,,https://openskimap.org/?obj=507396d5-fdb8-48d2-8cd0-69cd27335fb9,507396d5-fdb8-48d2-8cd0-69cd27335fb9,Point,47.424879,9.514121,
,Russia,Nenets,,operating,no,yes,,0,0,7,7,,,europe,,,https://openskimap.org/?obj=507fc8be-7492-4b12-8868-47dab8649310,507fc8be-7492-4b12-8868-47dab8649310,Point,67.623138,53.004931,
Yxbacken,Sweden,Ostergotland,,operating,yes,no,1,,101,13,114,3,3,europe,,,https://openskimap.org/?obj=50806d7a57c87c4bda241d42693020bb2e307ed2,50806d7a57c87c4bda241d42693020bb2e307ed2,Polygon,58.669329,16.136020,https://www.openstreetmap.org/way/454967483
,Russia,Amur,,operating,no,yes,,7,90,157,247,,,europe,,,https://openskimap.org/?obj=5081e15c-df9d-4f14-996c-30bc29bf8d1e,5081e15c-df9d-4f14-996c-30bc29bf8d1e,Point,50.372923,127.587975,
Ак-Йорт (Ak-Yort),Russia,Bashkortostan,,operating,yes,no,1,,73,97,170,2,2,europe,,https://akiort.ru/,https://openskimap.org/?obj=5087a8812a360cd02733df5355581a277308d61a,5087a8812a360cd02733df5355581a277308d61a,Point,54.730249,56.027587,https://www.skimap.org/SkiAreas/view/5981
,Greenland,Kommuneqarfik Sermersooq,Nuuk,operating,no,yes,,3,38,8,46,,,europe,,,https://openskimap.org/?obj=508885e8-2ee5-44d8-8b66-24cd2e6eb84a,508885e8-2ee5-44d8-8b66-24cd2e6eb84a,Point,64.194132,-51.693276,
,Germany,Thuringia,Kaltennordheim,operating,no,yes,,6,136,542,678,,,europe,,,https://openskimap.org/?obj=508e8801-ca55-4f90-aef6-3e4de701b407,508e8801-ca55-4f90-aef6-3e4de701b407,Point,50.646778,10.174331,
Český Jiřetín,Czechia,Ústecký,,operating,yes,no,2,,165,631,796,4,4,europe,,https://ski.ceskyjiretin.cz/,https://openskimap.org/?obj=50987c0437049e282940a15773ed6dd7ebdc2ab6,50987c0437049e282940a15773ed6dd7ebdc2ab6,Point,50.704534,13.545388,https://www.skimap.org/SkiAreas/view/14124
,United States,Alaska,Moose Pass,operating,no,yes,,24,308,141,449,,,north_america,,,https://openskimap.org/?obj=50a4bf63-bd78-48d3-8f29-d65462dd3cd2,50a4bf63-bd78-48d3-8f29-d65462dd3cd2,Point,60.549975,-149.324193,
,Germany,Baden-Württemberg,"Hettingen;Langenenslingen",operating,no,yes,,10,57,723,780,,,europe,,,https://openskimap.org/?obj=50a5610e-fbc1-473e-ab2e-ec528802299d,50a5610e-fbc1-473e-ab2e-ec528802299d,Point,48.200209,9.324378,
Skipark Frymburk,Czechia,South Bohemian,Frymburk,operating,yes,no,1,,85,750,836,4,4,europe,,https://parkfrymburk.cz/cz/uvod-zima,https://openskimap.org/?obj=50a5d87c6956a61db0259b26304c3531cbbeea64,50a5d87c6956a61db0259b26304c3531cbbeea64,Point,48.659310,14.172467,https://www.skimap.org/SkiAreas/view/15990
,Poland,Silesian Voivodeship,Lubliniec,operating,no,yes,,,,,,,,europe,,,https://openskimap.org/?obj=50a78a30-615f-41a7-a58b-b2eadc13232e,50a78a30-615f-41a7-a58b-b2eadc13232e,Point,50.653584,18.685221,
Base de plein air La Découverte (Val-Bélair),Canada,Quebec,Quebec,operating,no,yes,,21,267,222,489,,,north_america,,https://www.ville.quebec.qc.ca/citoyens/loisirs_sports/installations_sportives/ski_fond/ski_fond_fiche.aspx?entID=269,https://openskimap.org/?obj=50a8879d987c37eac7c95527b5424792baf59a4a,50a8879d987c37eac7c95527b5424792baf59a4a,Point,46.829749,-71.454757,https://www.skimap.org/SkiAreas/view/16689
Ski Kľačno,Slovakia,Trenciansky kraj,,operating,yes,no,1,,114,422,536,2,2,europe,,https://www.skiklacno.sk/,https://openskimap.org/?obj=50abeaae8522475cd0563c6f1aac28a8f83a6885,50abeaae8522475cd0563c6f1aac28a8f83a6885,Point,48.906862,18.664265,https://www.openstreetmap.org/relation/17392658 https://www.skimap.org/SkiAreas/view/14268
Nevados de Longaví,Chile,Del Maule,,proposed,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=50aeae0f6d5f7911d37c400efce757a9d33c433f,50aeae0f6d5f7911d37c400efce757a9d33c433f,Point,-36.216302,-71.208401,https://www.skimap.org/SkiAreas/view/18398
,Finland,Northern Ostrobothnia,,operating,no,yes,,4,7,92,99,,,europe,,,https://openskimap.org/?obj=50af5de6-4f1d-4c28-8e21-23e2670f6b3e,50af5de6-4f1d-4c28-8e21-23e2670f6b3e,Point,63.958894,24.983523,
Muju,South Korea,Jeollabuk-Do,,operating,yes,no,19,,792,726,1518,12,,north_america,,https://www.mdysresort.com/,https://openskimap.org/?obj=50b228e8ca327700ee050f497862495943f541dc,50b228e8ca327700ee050f497862495943f541dc,Point,35.889367,127.745017,https://www.skimap.org/SkiAreas/view/1213
"美深スキー場, Bifuka Ski Area",Japan,Hokkaido Prefecture,,operating,yes,no,1,,54,86,140,1,,japan,,http://www.town.bifuka.hokkaido.jp/cms/section/kyouiku/qlmcaj0000005my2.html,https://openskimap.org/?obj=50b66b565eaacf9b7361bd87c702ebecd60b71c6,50b66b565eaacf9b7361bd87c702ebecd60b71c6,Polygon,44.488845,142.360918,https://www.openstreetmap.org/way/1392908822 https://www.skimap.org/SkiAreas/view/1237
,Germany,Saxony,Hainewalde,operating,yes,no,,,33,297,330,1,1,europe,,,https://openskimap.org/?obj=50bb22c9-6ce3-4f34-99fb-add2e1b3a587,50bb22c9-6ce3-4f34-99fb-add2e1b3a587,Point,50.921776,14.712428,
,Switzerland,Valais,"Bourg-Saint-Pierre;Liddes;Palasuit",operating,no,yes,,4,138,1330,1468,,,europe,,,https://openskimap.org/?obj=50bb8402-6c2e-4912-bded-4efab5001c67,50bb8402-6c2e-4912-bded-4efab5001c67,Point,45.975369,7.200194,
Paradise Valley,United States,Wisconsin,,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=50bf2e18548de3bac3269767754a5dd9e83393d9,50bf2e18548de3bac3269767754a5dd9e83393d9,Point,42.722126,-88.351740,https://www.skimap.org/SkiAreas/view/15582
Zaarour Club,Lebanon,Mount Lebanon,,operating,yes,no,4,,337,1653,1989,6,2,europe,,https://www.zaarourclub.com,https://openskimap.org/?obj=50c0caf41bf4da6bad04ecd931ece578421c1793,50c0caf41bf4da6bad04ecd931ece578421c1793,Polygon,33.918768,35.810890,https://www.openstreetmap.org/way/556511062 https://www.skimap.org/SkiAreas/view/1223
Leavenworth Ski Hill,United States,Washington,,operating,yes,yes,1,,75,443,518,4,4,north_america,,https://skileavenworth.com/,https://openskimap.org/?obj=50c776193ec2eb96c58a4043d3b917d99b4c8a28,50c776193ec2eb96c58a4043d3b917d99b4c8a28,Polygon,47.614188,-120.669132,https://www.openstreetmap.org/relation/15657891 https://www.skimap.org/SkiAreas/view/3323
,Latvia,Plavinu,,operating,no,yes,,8,44,114,157,,,europe,,,https://openskimap.org/?obj=50c98630-2e1e-497e-8d9a-cdf7684b13dc,50c98630-2e1e-497e-8d9a-cdf7684b13dc,Point,56.647724,25.720399,
,United States,Vermont,"Readsboro;Searsburg;Wilmington",operating,no,yes,,18,106,419,525,,,north_america,,,https://openskimap.org/?obj=50dc37d5-3cca-45c2-a6c7-490869fd091f,50dc37d5-3cca-45c2-a6c7-490869fd091f,Point,42.836430,-72.913707,
