name,countries,regions,localities,status,has_downhill,has_nordic,downhill_distance_km,nordic_distance_km,vertical_m,min_elevation_m,max_elevation_m,lift_count,surface_lifts_count,run_convention,wikidata_id,websites,openskimap,id,geometry,lat,lng,sources
,Germany,North Rhine-Westphalia,Hellenthal,operating,no,yes,,6,70,579,649,,,europe,,,https://openskimap.org/?obj=6db76d3e-1866-4c4d-b425-a9d69309803e,6db76d3e-1866-4c4d-b425-a9d69309803e,Point,50.402399,6.402893,
,Slovenia,Carinthia,,operating,no,yes,,1,65,1477,1542,,,europe,,,https://openskimap.org/?obj=6db8ee38-74be-4621-892c-60001224343c,6db8ee38-74be-4621-892c-60001224343c,Point,46.486965,15.237122,
"ファミリースノーパーク ばんだい×2, Family Snow Park Bandai X2",Japan,Fukushima Prefecture,,operating,yes,no,3,,202,648,850,2,,japan,,http://www.bandai-bandai.jp/,https://openskimap.org/?obj=6dc643eba2506f43e928c2153155a9ff9d88c291,6dc643eba2506f43e928c2153155a9ff9d88c291,Polygon,37.593643,140.112955,https://www.openstreetmap.org/way/319961200 https://www.skimap.org/SkiAreas/view/1415
Powder Mills Park,United States,New York,,operating,yes,no,0,,9,133,142,,,north_america,,https://www2.monroecounty.gov/parks-powdermill.php,https://openskimap.org/?obj=6dc770657786b1b47c3511f56c73068fdde6e290,6dc770657786b1b47c3511f56c73068fdde6e290,Point,43.039344,-77.482120,https://www.skimap.org/SkiAreas/view/13441
Niederhorn,Switzerland,Bern,"Beatenberg;Merligen;Sundlauenen",operating,yes,yes,8,,774,1164,1938,8,1,europe,,https://www.niederhorn.ch/,https://openskimap.org/?obj=6dd4003a0a39fd53c0390b203617c60845f92d6a,6dd4003a0a39fd53c0390b203617c60845f92d6a,Point,46.704372,7.775632,https://www.openstreetmap.org/relation/9196877 https://www.skimap.org/SkiAreas/view/3787
Vyšné Krátke,Slovakia,Zilina,,operating,yes,no,,,164,501,665,1,1,europe,,,https://openskimap.org/?obj=6dd95c7581cbeab961bc707c0e20f0a086788cb9,6dd95c7581cbeab961bc707c0e20f0a086788cb9,Polygon,49.092275,19.144474,https://www.openstreetmap.org/relation/7403788
Domaine Nordique de Guéry,France,Puy-de-Dôme,"Le Mont-Dore;Murat-le-Quaire;Rochefort-Montagne",operating,no,yes,,18,213,1267,1480,,,europe,,,https://openskimap.org/?obj=6dd99313b5fc56af8fd7ce6067e06a616fb3f2c4,6dd99313b5fc56af8fd7ce6067e06a616fb3f2c4,Point,45.618167,2.814630,https://www.openstreetmap.org/relation/2868907 https://www.skimap.org/SkiAreas/view/951
,Germany,Bavaria,Steingaden,operating,no,yes,,5,57,808,864,,,europe,,,https://openskimap.org/?obj=6ddd2124-d8d2-477c-bd55-6adf00e0d8a9,6ddd2124-d8d2-477c-bd55-6adf00e0d8a9,Point,47.697842,10.883081,
Mont Orignal,Canada,Quebec,Lac-Etchemin,operating,yes,yes,9,,238,361,599,4,2,north_america,,https://www.montorignal.com,https://openskimap.org/?obj=6dde52204783a077fa2f29b345bfe67c104ee3d1,6dde52204783a077fa2f29b345bfe67c104ee3d1,Point,46.412004,-70.589115,https://www.openstreetmap.org/relation/5365787 https://www.skimap.org/SkiAreas/view/75
Flirsch,Austria,Tyrol,,operating,yes,no,0,,60,1159,1219,,,europe,,,https://openskimap.org/?obj=6dde557218c044ae4006ce7615310afea644f4cd,6dde557218c044ae4006ce7615310afea644f4cd,Polygon,47.150937,10.408257,https://www.openstreetmap.org/way/1227374853
Ski centar Vlašić,Bosnia and Herzegovina,Central Bosnia,,operating,yes,yes,7,,300,1224,1524,5,4,europe,,,https://openskimap.org/?obj=6de2a242511d3b143994bb9aeb88df537582a449,6de2a242511d3b143994bb9aeb88df537582a449,Point,44.311389,17.583439,https://www.openstreetmap.org/relation/10644965 https://www.skimap.org/SkiAreas/view/1818
Sandnes,Norway,Troms og Finnmark,,operating,yes,no,1,,123,2,125,1,1,europe,,https://www.sandnesil.no/,https://openskimap.org/?obj=6de6bcf042c5de78cbf21658916f203a6b1d9893,6de6bcf042c5de78cbf21658916f203a6b1d9893,Polygon,69.673391,29.934792,https://www.openstreetmap.org/relation/15304041 https://www.skimap.org/SkiAreas/view/15888
Ski Sundown,United States,Connecticut,Canton,operating,yes,no,6,,171,147,318,5,2,north_america,Q7534904,https://skisundown.com,https://openskimap.org/?obj=6de7ae1fc970a7fb7f367ae7b606b3e59f1647fc,6de7ae1fc970a7fb7f367ae7b606b3e59f1647fc,Polygon,41.882694,-72.941463,https://www.openstreetmap.org/way/1236288779 https://www.skimap.org/SkiAreas/view/496
,Austria,Lower Austria,,operating,yes,no,1,,85,464,549,1,1,europe,,,https://openskimap.org/?obj=6df1d2f4-2731-4618-8f68-0f944cf2e005,6df1d2f4-2731-4618-8f68-0f944cf2e005,Point,48.902890,15.327511,
,Finland,Kymenlaakso,Inkeroinen,operating,no,yes,,4,30,28,58,,,europe,,,https://openskimap.org/?obj=6df87780-4e63-4e73-83d8-3bcf2f249f4c,6df87780-4e63-4e73-83d8-3bcf2f249f4c,Point,60.686683,26.790348,
,United States,Washington,,operating,no,yes,,9,244,1247,1491,,,north_america,,,https://openskimap.org/?obj=6e005bcb-1012-47ee-acae-b61237d37505,6e005bcb-1012-47ee-acae-b61237d37505,Point,48.860851,-118.401960,
,Norway,Innlandet,,operating,no,yes,,2,51,482,534,,,europe,,,https://openskimap.org/?obj=6e0573c5-7599-475a-a589-d0cfdb9287b3,6e0573c5-7599-475a-a589-d0cfdb9287b3,Point,61.305541,10.257881,
Авачинская Сопка (Avachynski Volcano),Russia,Kamchatka,,proposed,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=6e0adec47b5d6e2b44b8dfa648c2800d8d97d1b1,6e0adec47b5d6e2b44b8dfa648c2800d8d97d1b1,Point,53.259489,158.740897,https://www.skimap.org/SkiAreas/view/19096
Horse Mountain,United States,California,,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=6e0ef4071abbfc577529f8d51d8b6324e651f4d3,6e0ef4071abbfc577529f8d51d8b6324e651f4d3,Point,40.874714,-123.730860,https://www.skimap.org/SkiAreas/view/5254
Estació d'esquí i muntanya Vallter 2000,Spain,Girona,,operating,yes,no,14,,485,2010,2495,10,8,europe,,http://www.vallter2000.com,https://openskimap.org/?obj=6e135ea2a7e28e5194c76ef6acba0c49302a02e1,6e135ea2a7e28e5194c76ef6acba0c49302a02e1,Point,42.425112,2.254728,https://www.openstreetmap.org/relation/7811657 https://www.skimap.org/SkiAreas/view/1984
Skiareál Zděchov,Czechia,Zlín,,operating,yes,no,0,,73,519,592,1,1,europe,,,https://openskimap.org/?obj=6e1493e81087a28cdc8a361ed784be70c34ba05e,6e1493e81087a28cdc8a361ed784be70c34ba05e,Point,49.258348,18.072046,https://www.openstreetmap.org/relation/16798904
Kolsassberg,Austria,Tyrol,,operating,yes,no,1,,93,754,846,1,1,europe,,,https://openskimap.org/?obj=6e1f78191ff843c168957080f7b5eb3ca32857b2,6e1f78191ff843c168957080f7b5eb3ca32857b2,Point,47.288747,11.645461,https://www.openstreetmap.org/relation/14291651
,Russia,Tula,,operating,no,yes,,2,25,234,259,,,europe,,,https://openskimap.org/?obj=6e20fa11-d4d8-4d89-b66b-0abb585bf48c,6e20fa11-d4d8-4d89-b66b-0abb585bf48c,Point,54.116359,37.523831,
Snowflake Nordic Ski Center,United States,Minnesota,Duluth,operating,no,yes,,15,31,407,439,,,north_america,,https://www.skiduluth.com/,https://openskimap.org/?obj=6e25f4b14b99074b028c000ff4844f5ac8f53720,6e25f4b14b99074b028c000ff4844f5ac8f53720,Polygon,46.831039,-92.137656,https://www.openstreetmap.org/way/1240803107
,Finland,Lapland,,operating,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=6e2b3c4d8d36f74b09965a8d2568fab9c61eca22,6e2b3c4d8d36f74b09965a8d2568fab9c61eca22,Polygon,67.580866,24.219867,https://www.openstreetmap.org/way/787087108
,Sweden,Dalarna,,operating,no,yes,,2,39,167,206,,,europe,,,https://openskimap.org/?obj=6e3cbd65-4ec2-4aa1-890f-281331d71f48,6e3cbd65-4ec2-4aa1-890f-281331d71f48,Point,60.301605,15.816046,
Montpelier Parks,United States,Vermont,"East Montpelier;Montpelier",operating,no,yes,,25,264,162,425,,,north_america,,https://www.montpelier-vt.org/292/Maps-and-Trail-Conditions,https://openskimap.org/?obj=6e4514266571f91eb1ac5177fe4cce8d16894c35,6e4514266571f91eb1ac5177fe4cce8d16894c35,Point,44.282970,-72.564268,https://www.skimap.org/SkiAreas/view/17943
Monteau,United States,New Hampshire,Mountain Lakes,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=6e45351b4ef3e41c39961c3b3dca4dfc35b8767b,6e45351b4ef3e41c39961c3b3dca4dfc35b8767b,Point,44.111809,-71.943197,https://www.skimap.org/SkiAreas/view/4625
,Finland,Southwest Finland,Uusikaupunki,operating,no,yes,,6,19,1,20,,,europe,,,https://openskimap.org/?obj=6e499e63-7869-4841-b998-65396c7b0967,6e499e63-7869-4841-b998-65396c7b0967,Point,60.792810,21.412206,
,Germany,Hesse,Brachttal,operating,no,yes,,4,37,306,342,,,europe,,,https://openskimap.org/?obj=6e537e4c-3492-47c0-94c4-c45850e26944,6e537e4c-3492-47c0-94c4-c45850e26944,Point,50.309473,9.333051,
,Sweden,Stockholm,Sigtuna,operating,yes,no,0,,21,12,33,1,1,europe,,,https://openskimap.org/?obj=6e5cf465-5895-4dbd-8f09-0a229e41fa0a,6e5cf465-5895-4dbd-8f09-0a229e41fa0a,Point,59.617587,17.701590,
,Norway,Innlandet,Vaaler,operating,no,yes,,10,80,167,247,,,europe,,,https://openskimap.org/?obj=6e5f3565-cca0-441a-b4ba-da37c8e7e24c,6e5f3565-cca0-441a-b4ba-da37c8e7e24c,Point,60.661930,11.867375,
"Wanlong Paradise Resort, 万龙度假天堂",China,Hebei,,operating,yes,no,32,,570,1534,2104,8,1,north_america,,,https://openskimap.org/?obj=6e606a86fc0790050c9c7220e8fa4fb2cf48cbae,6e606a86fc0790050c9c7220e8fa4fb2cf48cbae,Polygon,40.962861,115.394595,https://www.openstreetmap.org/way/533578599 https://www.skimap.org/SkiAreas/view/1181
赛里木湖滑雪场,China,Xinjiang Uyghur,,operating,yes,no,2,,422,2513,2935,,,north_america,,,https://openskimap.org/?obj=6e72660b071bf7fd5abff714ee66aa8e91ceee42,6e72660b071bf7fd5abff714ee66aa8e91ceee42,Polygon,44.569932,81.409781,https://www.openstreetmap.org/way/1154028988
Kuroishi (黒石市青少年の森スキー場),Japan,Aomori Prefecture,,abandoned,yes,no,,,,,,,,japan,,,https://openskimap.org/?obj=6e7552f3f4a49a5ba5c0c556c8b0c18cd82c16e0,6e7552f3f4a49a5ba5c0c556c8b0c18cd82c16e0,Point,40.629662,140.694873,https://www.skimap.org/SkiAreas/view/6206
,United States,Illinois,"Dorr;Grafton",operating,no,yes,,4,31,260,291,,,north_america,,,https://openskimap.org/?obj=6e82507a-7b7e-470f-ab3f-26c8a9826b22,6e82507a-7b7e-470f-ab3f-26c8a9826b22,Point,42.242088,-88.453192,
,Russia,Moscow Oblast,,operating,no,yes,,6,52,171,223,,,europe,,,https://openskimap.org/?obj=6e8ba520-6a75-4fe3-a1bd-a53719a5edb9,6e8ba520-6a75-4fe3-a1bd-a53719a5edb9,Point,55.865885,37.089122,
,Finland,Kymenlaakso,Hamina,operating,no,yes,,9,19,7,26,,,europe,,,https://openskimap.org/?obj=6e8c4e42-4b15-468c-aae4-21f68649ede6,6e8c4e42-4b15-468c-aae4-21f68649ede6,Point,60.555649,27.255292,
Konaklı Kayak Merkezi,Turkey,Erzurum,,operating,yes,no,22,,807,2324,3131,6,,europe,,,https://openskimap.org/?obj=6e90028f251772eb7ed2fe861a03ebcb58304c72,6e90028f251772eb7ed2fe861a03ebcb58304c72,Point,39.779453,41.206940,https://www.openstreetmap.org/relation/3913777 https://www.skimap.org/SkiAreas/view/14085
,Canada,Alberta,,operating,no,yes,,17,172,1324,1496,,,north_america,,,https://openskimap.org/?obj=6e903458-cca7-4164-9b67-32793466c730,6e903458-cca7-4164-9b67-32793466c730,Point,49.415988,-114.124588,
,Norway,Møre and Romsdal,,operating,no,yes,,49,616,106,722,,,europe,,,https://openskimap.org/?obj=6e98025b-87e6-4503-a3a8-f551e5196687,6e98025b-87e6-4503-a3a8-f551e5196687,Point,62.421730,7.309514,
"Hiihtokeskus Syöte, Ski resort Syöte",Finland,Northern Ostrobothnia,,operating,no,yes,,103,229,183,412,,,europe,,,https://openskimap.org/?obj=6e98e0d007323253984575c20d0ac9c051bd7b2a,6e98e0d007323253984575c20d0ac9c051bd7b2a,Point,65.631793,27.639552,https://www.openstreetmap.org/relation/4537630
Nordic Trail System,United States,Wisconsin,,operating,no,yes,,21,38,274,312,,,north_america,,https://dnr.wisconsin.gov/topic/parks/kms/recreation/winter,https://openskimap.org/?obj=6e9bd25178e4498cf6239516298fbc6c2fa6a4c8,6e9bd25178e4498cf6239516298fbc6c2fa6a4c8,Point,42.822615,-88.593088,https://www.openstreetmap.org/relation/18079984
Estación Invernal y de Montaña San Isidro (Sector Riopinos),Spain,Leon,,operating,yes,no,5,,285,1660,1944,3,2,europe,,,https://openskimap.org/?obj=6e9e37aa2199d99a377616021a12607e4a967652,6e9e37aa2199d99a377616021a12607e4a967652,Polygon,43.044834,-5.401972,https://www.openstreetmap.org/way/808834228
Spitze,Switzerland,Saint Gallen,Eggersriet,operating,yes,no,0,,47,879,925,1,1,europe,,,https://openskimap.org/?obj=6e9f970545ad6100d76b94826b9c74ba5cad4c89,6e9f970545ad6100d76b94826b9c74ba5cad4c89,Point,47.444358,9.480784,https://www.openstreetmap.org/relation/9288673
,Russia,Karelia,,operating,no,yes,,3,35,108,143,,,europe,,,https://openskimap.org/?obj=6ea279ed-4c3e-43c1-b014-030fb0862338,6ea279ed-4c3e-43c1-b014-030fb0862338,Point,61.780428,34.298181,
,Finland,Uusimaa,Klaukkala,operating,no,yes,,4,51,44,95,,,europe,,,https://openskimap.org/?obj=6ea2a383-b8d4-46db-bc1b-26462a9663ed,6ea2a383-b8d4-46db-bc1b-26462a9663ed,Point,60.367405,24.759965,
Habri ski resort,Morocco,Fès-Meknès,,operating,yes,no,1,,160,1949,2108,1,1,europe,,,https://openskimap.org/?obj=6ea3e50ac7e806be4d336d2b3f39ffc47cd59f5a,6ea3e50ac7e806be4d336d2b3f39ffc47cd59f5a,Polygon,33.363938,-5.140878,https://www.openstreetmap.org/way/752031202 https://www.skimap.org/SkiAreas/view/15131
,Norway,Viken,,operating,no,yes,,17,236,150,386,,,europe,,,https://openskimap.org/?obj=6eb33dca-2b51-4261-ba21-1aef6a645ce8,6eb33dca-2b51-4261-ba21-1aef6a645ce8,Point,60.299303,10.188031,
Faltschen,Switzerland,Bern,"Reichenbach im Kandertal;Scharnachtal",operating,yes,no,5,,309,1030,1339,2,2,europe,,https://www.skilift-faltschen.ch/,https://openskimap.org/?obj=6eb3a428b0e8ec8940259d3cfc8ab996b2007287,6eb3a428b0e8ec8940259d3cfc8ab996b2007287,Polygon,46.627689,7.725082,https://www.openstreetmap.org/way/1227110188 https://www.skimap.org/SkiAreas/view/18059
Șuior,Romania,Maramureş County,,operating,yes,no,5,,556,676,1232,3,1,europe,,https://www.suior.ro/,https://openskimap.org/?obj=6eb3d30fc387acc6db65e811ea0a4dc7b5a59dea,6eb3d30fc387acc6db65e811ea0a4dc7b5a59dea,Polygon,47.673696,23.777686,https://www.openstreetmap.org/relation/2887337 https://www.skimap.org/SkiAreas/view/2798
Eagle Valley Resort,United States,Alaska,Anchorage,proposed,yes,no,,,,,,,,north_america,,https://www.alsap.org/EagleValley/EagleValley.htm,https://openskimap.org/?obj=6eb83035087a16ffeb067a0833500f162d55be4f,6eb83035087a16ffeb067a0833500f162d55be4f,Point,61.248821,-149.592057,https://www.skimap.org/SkiAreas/view/15011
Gramais,Austria,Tyrol,,operating,yes,yes,,3,25,1331,1356,1,1,europe,,,https://openskimap.org/?obj=6ed1dbb57b452cfe24dd6e70a00194667be267ae,6ed1dbb57b452cfe24dd6e70a00194667be267ae,Point,47.264195,10.533375,https://www.openstreetmap.org/relation/14359229
,United States,Michigan,,operating,no,yes,,0,21,196,217,,,north_america,,,https://openskimap.org/?obj=6ed2cbf3-f1b0-4c36-bc80-3332384c0cb8,6ed2cbf3-f1b0-4c36-bc80-3332384c0cb8,Point,43.416945,-86.218306,
Tignes - Val d'Isère,France,Savoie,"Bonneval-sur-Arc;Champagny-en-Vanoise;Lanslevillard;Tignes;Val d'Isère",operating,yes,yes,209,2,1896,1559,3455,88,34,europe,Q991331,https://www.espacekilly.com/,https://openskimap.org/?obj=6ed5f25f0eb3e366ee2e0e667d998c0bf551225f,6ed5f25f0eb3e366ee2e0e667d998c0bf551225f,Polygon,45.454631,6.944235,https://www.openstreetmap.org/way/45421423 https://www.skimap.org/SkiAreas/view/790
West Mountain Ski Resort,United States,New York,,operating,yes,no,9,,303,132,436,6,3,north_america,Q7986039,https://westmountain.com/,https://openskimap.org/?obj=6ee1837645ecb87b0dff707be9538d917b478168,6ee1837645ecb87b0dff707be9538d917b478168,Polygon,43.289581,-73.730025,https://www.openstreetmap.org/way/256455529 https://www.skimap.org/SkiAreas/view/317
,Canada,Quebec,Rivière-du-Loup,operating,no,yes,,1,9,106,115,,,north_america,,,https://openskimap.org/?obj=6ee5782e-cda9-4b07-a4b0-e70775808dc3,6ee5782e-cda9-4b07-a4b0-e70775808dc3,Point,47.832844,-69.523453,
La Molina,Spain,"Barcelona;Girona",,operating,yes,no,49,,864,1653,2517,17,7,europe,,https://www.masella.com/en/paginas/alp-2500-trail,https://openskimap.org/?obj=6eebeff16c8b480fc1335c8bed596286706cb776,6eebeff16c8b480fc1335c8bed596286706cb776,Point,42.323691,1.937828,https://www.openstreetmap.org/relation/19938694 https://www.skimap.org/SkiAreas/view/1974
Iberg,Germany,Bavaria,Mayerhofen,operating,yes,no,3,,208,743,951,2,2,europe,,https://www.unser-iberg.de/,https://openskimap.org/?obj=6f007c36116357d1d9ea4b33cb6ec6472bae5270,6f007c36116357d1d9ea4b33cb6ec6472bae5270,Polygon,47.635635,10.044188,https://www.openstreetmap.org/way/1227384837 https://www.skimap.org/SkiAreas/view/14486
Kitashin'nabe (北神鍋スキー場),Japan,Hyogo Prefecture,,abandoned,yes,no,,,,,,,,japan,,,https://openskimap.org/?obj=6f03a57e5f85044857b72dd03996e1efe3166ef5,6f03a57e5f85044857b72dd03996e1efe3166ef5,Point,35.512683,134.671144,https://www.skimap.org/SkiAreas/view/5778
,Czechia,South Bohemian,Frymburk,operating,no,yes,,17,166,732,898,,,europe,,,https://openskimap.org/?obj=6f03f0fb-ce32-4ec1-9ed5-ce04f02536d6,6f03f0fb-ce32-4ec1-9ed5-ce04f02536d6,Point,48.679221,14.194303,
,United States,New York,Dryden,operating,no,yes,,22,160,468,628,,,north_america,,,https://openskimap.org/?obj=6f042c2c-7e5c-40d6-8503-84a06fb07bbd,6f042c2c-7e5c-40d6-8503-84a06fb07bbd,Point,42.435557,-76.293013,
Kyrkjebygdheia,Norway,Vestfold og Telemark,,abandoned,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=6f0771a588f3518fe3a237bcd5a59785995a2a61,6f0771a588f3518fe3a237bcd5a59785995a2a61,Point,59.167948,8.563002,https://www.skimap.org/SkiAreas/view/15876
Skigebiet Lienz - Zettersfeld,Austria,Tyrol,Lienz,operating,yes,no,21,,600,1672,2272,6,2,europe,,https://www.lienzer-bergbahnen.at/,https://openskimap.org/?obj=6f0c3f5d9c150e44057d9bc8104d4afa4baac947,6f0c3f5d9c150e44057d9bc8104d4afa4baac947,Polygon,46.869391,12.791595,https://www.openstreetmap.org/way/341907484 https://www.skimap.org/SkiAreas/view/633
Las Araucarias (Formerly Llaima),Chile,De La Araucania,,operating,yes,no,11,,430,1481,1911,4,3,europe,,https://skiaraucarias.cl/el-centro/,https://openskimap.org/?obj=6f0d259391e932058ee2965b23cbc3a470954c28,6f0d259391e932058ee2965b23cbc3a470954c28,Point,-38.686008,-71.800758,https://www.skimap.org/SkiAreas/view/1157
Espace Nordique du Val d'Azun,France,Hautes-Pyrénées,"Arbéost;Arrens-Marsous;Aucun;Gaillagos",operating,yes,yes,,28,22,1366,1389,2,2,europe,,,https://openskimap.org/?obj=6f10e4a28e146462d7fd61b6e9902b8a979eee8b,6f10e4a28e146462d7fd61b6e9902b8a979eee8b,Point,42.984458,-0.230293,https://www.openstreetmap.org/relation/4874561 https://www.skimap.org/SkiAreas/view/880
Magura Skipark,Poland,Lesser Poland Voivodeship,,operating,yes,no,1,,251,520,772,1,,europe,,https://www.skiparkmagura.eu/,https://openskimap.org/?obj=6f115117a5dea06a38af42d44f06914563798bc8,6f115117a5dea06a38af42d44f06914563798bc8,Point,49.550889,21.241396,https://www.skimap.org/SkiAreas/view/14625
Blommen skisenter,Norway,Trøndelag,,operating,no,yes,,7,73,168,241,,,europe,,,https://openskimap.org/?obj=6f15b72c3f5e0355923085e2ad419d03f42dbfe6,6f15b72c3f5e0355923085e2ad419d03f42dbfe6,Polygon,63.803717,11.623775,https://www.openstreetmap.org/relation/9146939
Elsigenalp,Switzerland,Bern,Achsete,operating,yes,no,28,,960,1323,2283,11,10,europe,,https://elsigen-metsch.ch/,https://openskimap.org/?obj=6f191d7d668cc5585e972733711d6b72ca99b5db,6f191d7d668cc5585e972733711d6b72ca99b5db,Point,46.518845,7.624583,https://www.openstreetmap.org/relation/14362069 https://www.skimap.org/SkiAreas/view/17211
,Norway,Vestfold og Telemark,,operating,no,yes,,2,25,118,143,,,europe,,,https://openskimap.org/?obj=6f1ea9d1-32ea-4ef2-ace6-98a36cf18bc1,6f1ea9d1-32ea-4ef2-ace6-98a36cf18bc1,Point,59.092957,9.050082,
"ハイパーボウル東鉢, Hyper Bowl Tohachi, ハイパーボウル東鉢), Haipābouru tōhachi",Japan,Hyogo Prefecture,,operating,yes,no,5,,368,659,1027,4,,japan,,https://www.tohachi.jp/,https://openskimap.org/?obj=6f21f4fccb7bf20db2fdc084676f98da18c3704f,6f21f4fccb7bf20db2fdc084676f98da18c3704f,Polygon,35.388735,134.562492,https://www.openstreetmap.org/way/952183491 https://www.skimap.org/SkiAreas/view/1736
Josefsberg,Austria,Lower Austria,,abandoned,yes,no,,,211,1016,1226,2,2,europe,,,https://openskimap.org/?obj=6f2f539c1094a4a45e38bfd620096772f6219227,6f2f539c1094a4a45e38bfd620096772f6219227,Point,47.845225,15.315517,https://www.skimap.org/SkiAreas/view/14279
,Norway,Rogaland,,operating,no,yes,,12,192,364,556,,,europe,,,https://openskimap.org/?obj=6f2f8d13-adb6-4061-9ac7-ac1ae4a33918,6f2f8d13-adb6-4061-9ac7-ac1ae4a33918,Point,58.537792,6.582966,
Ski Centar Ranča,Bosnia and Herzegovina,Central Bosnia,,operating,yes,no,,,145,1277,1422,1,1,europe,,,https://openskimap.org/?obj=6f410e5b2788cf460267cd21551b510596c362c1,6f410e5b2788cf460267cd21551b510596c362c1,Polygon,44.378903,17.387338,https://www.openstreetmap.org/way/998387431
Lookout Pass,United States,"Idaho;Montana",,operating,yes,yes,37,,503,1375,1878,5,,north_america,Q6675506,https://skilookout.com/,https://openskimap.org/?obj=6f459b1d2466131862ffcba449d1a7f42dea9d6b,6f459b1d2466131862ffcba449d1a7f42dea9d6b,Polygon,47.451816,-115.715948,https://www.openstreetmap.org/way/1225427361 https://www.skimap.org/SkiAreas/view/482
,Sweden,Jamtland,,operating,no,yes,,3,28,531,559,,,europe,,,https://openskimap.org/?obj=6f460810-712c-459f-bff9-6c34ba2ef84d,6f460810-712c-459f-bff9-6c34ba2ef84d,Point,63.321255,12.517033,
,Czechia,Liberec,,operating,no,yes,,20,203,480,683,,,europe,,,https://openskimap.org/?obj=6f48d106-055d-4c28-a87a-76deb58b7c28,6f48d106-055d-4c28-a87a-76deb58b7c28,Point,50.526279,15.352998,
Bjelolasica,Croatia,Karlovacka,,abandoned,yes,no,6,,765,615,1380,7,4,europe,,https://www.bjelolasica.hr/,https://openskimap.org/?obj=6f48e452acebfccbf047bdbeece2360982714825,6f48e452acebfccbf047bdbeece2360982714825,Point,45.246918,15.001827,https://www.skimap.org/SkiAreas/view/1824
,United States,Vermont,Mount Tabor,operating,no,yes,,59,381,401,782,,,north_america,,,https://openskimap.org/?obj=6f564810-ba66-4658-8655-de7accb63853,6f564810-ba66-4658-8655-de7accb63853,Point,43.307976,-72.877779,
,Norway,Agder,,operating,no,yes,,21,158,71,229,,,europe,,,https://openskimap.org/?obj=6f5f2a17-3eb8-4b10-ad86-d6512b57357d,6f5f2a17-3eb8-4b10-ad86-d6512b57357d,Point,58.580078,8.687866,
"پیست اسکی کوهرنگ, Chelgerd Ski Resort",Iran,Chahar Mahall va Bakhtiari,,operating,yes,no,1,,230,2337,2567,2,2,europe,,,https://openskimap.org/?obj=6f5f66713ef3d60b407cd9b9e3ed6a2b0eec0a70,6f5f66713ef3d60b407cd9b9e3ed6a2b0eec0a70,Polygon,32.456557,50.120698,https://www.openstreetmap.org/way/632224035 https://www.skimap.org/SkiAreas/view/1203
"Чегет, Cheget",Russia,Kabardino-Balkar,,operating,yes,no,1,,311,2739,3050,4,1,europe,,,https://openskimap.org/?obj=6f68086eeba30317294f29fadadfd582c36ebd0d,6f68086eeba30317294f29fadadfd582c36ebd0d,Point,43.242200,42.509430,https://www.openstreetmap.org/relation/6930861 https://www.skimap.org/SkiAreas/view/1933
Onion Lake (Snow Valley Nordic),Canada,British Columbia,,operating,no,yes,,31,71,158,229,,,north_america,,https://www.snowvalleynordics.com/,https://openskimap.org/?obj=6f6abda4fb6ed6007e7585006982e1a822c25fbf,6f6abda4fb6ed6007e7585006982e1a822c25fbf,Point,54.295691,-128.540039,https://www.skimap.org/SkiAreas/view/2274
,Ukraine,Zakarpattia,,operating,yes,no,1,,214,536,750,1,1,europe,,,https://openskimap.org/?obj=6f74646a-9f2d-4780-ad3f-463d7b86419f,6f74646a-9f2d-4780-ad3f-463d7b86419f,Point,48.981209,22.833762,
,Finland,Central Finland,Uurainen,operating,no,yes,,34,58,153,211,,,europe,,,https://openskimap.org/?obj=6f7649d5-769b-4d9b-bc9b-161daf7402cb,6f7649d5-769b-4d9b-bc9b-161daf7402cb,Point,62.478666,25.439994,
"志賀高原 横手山スキー場, Shiga Kogen Yokoteyama Ski Area",Japan,"Gunma Prefecture;Nagano Prefecture",,operating,yes,no,13,,596,1704,2300,7,,japan,,https://snoway.jp/gelande/10556/ https://yokoteyama2307.com/,https://openskimap.org/?obj=6f7902bc2895932f2a0bf4b4d5e6e8d00bdf27f1,6f7902bc2895932f2a0bf4b4d5e6e8d00bdf27f1,Polygon,36.676307,138.513035,https://www.openstreetmap.org/way/937404335 https://www.skimap.org/SkiAreas/view/1663 https://www.skimap.org/SkiAreas/view/1665
Kunimidake (国見岳スキー場),Japan,Gifu Prefecture,,abandoned,yes,no,2,,152,625,777,3,,japan,,,https://openskimap.org/?obj=6f797b9f32b81def2cb31a5f635c7c440b13d690,6f797b9f32b81def2cb31a5f635c7c440b13d690,Point,35.474253,136.414794,https://www.skimap.org/SkiAreas/view/3318
,Russia,Moscow Oblast,,operating,no,yes,,6,24,142,166,,,europe,,,https://openskimap.org/?obj=6f7baaac-c887-49e9-aee4-f960509518bd,6f7baaac-c887-49e9-aee4-f960509518bd,Point,55.876061,37.819263,
